标题,作者,时间,内容,文章链接
“网格化+大数据+铁脚板”反诈，荆州移动全方位守护网络安全,极目新闻,"
2022-04-27 17:31:18",极目新闻记者 黄志刚通讯员 李婷“出售、出借、出租电话卡，涉嫌电信诈骗的，将追究刑事责任。”4月26日，在湖北省荆州市沙市跃进路社区，中国移动荆州分公司（下称“荆州移动”）的工作人员利用下班休息时间，深入社区给居民宣传反诈知识。今年以来，荆州移动持续发挥“网格化+大数据+铁脚板”市、县联动优势，组织网格员进社区、进村组开展反诈专题宣传活动20余次。通过现场攻防演示、网络安全知识讲解，宣传单发放等，,https://www.163.com/dy/article/H5VQ535O053469LG.html
反诈民警老陈辞去警察职务，专注反诈与公益, , , ,https://www.163.com/v/video/VG3J8LPH1.html
从红遍全网到被网暴辞职，反诈老陈做错了什么？,默默有闻,"
2022-04-27 18:08:47",一、人红是非多反诈老陈辞职了，即使他一再保证，日后将以反诈主播的身份，从事公益事业。但网友们依旧普遍不相信，认为是那333个嘉年华，迷住了他的双眼。这个故事关于巨款，关于欲望，关于名利。17年，为应对层出不穷的网络诈骗，秦皇岛海港分局成立了三人的反诈小队。骨干老陈觉得“小队”的名称太弱了，很难唬住对手，于是建议改成中队，诈一诈诈骗犯。前两年由于信息渠道受限，宣传工作进展得尤为缓慢，眼看着诈骗案在全,https://www.163.com/dy/article/H5VS9KVB05521WA6.html
全民反诈，地铁无诈！地铁警方掀起宣传攻势 持续守护群众“钱袋子”,南宁警方,"
2022-04-24 22:02:41",为深入贯彻落实国务院打击治理电信网络新型违法犯罪联席会议精神，南宁市公安局地铁分局持续推进打击治理电信网络诈骗犯罪工作，全力遏制电信网络诈骗违法犯罪多发态势，提升社会治理水平，为建设更高水平的平安地铁作出贡献。2022年以来，地铁分局开展“全民反诈 地铁无诈”系列防范宣传活动，紧密依托社会力量，积极构建系统性防范宣传体系。推广“国家反诈中心”APP为了牢牢守护辖区群众的钱袋子，地铁分局组织大量警力,https://www.163.com/dy/article/H5OIFRC805341C4X.html
“法护银龄”涉老反诈在线宣讲预告！,泉州中院,"
2022-04-26 23:56:21",更多法院资讯、立案查案小程序敬请关注！涉老反诈“养老”变“坑老”注意！教你识别“涉老”诈骗几大套路！打击整治养老诈骗专项行动以来全省法院首次专题在线宣讲泉州法院“巾帼宣讲团”首次宣讲活动泉州市中级人民法院联合泉州市民政局共同守护好老年人的“钱袋子”4月27日15:00 在线宣讲揭露涉老诈骗行业乱象与套路手法宣讲专项行动打击重点与法律规制让生活更好看，戳戳戳↓↓↓,https://www.163.com/dy/article/H5TTPDCM0514KE93.html
失去职业光环，曾经的反诈老陈还剩下什么,临风唱晚秋,"
2022-04-25 09:41:31",近日，在接受记者采访时，陈国平说到，“其实这个决定是错误的，但我想终究有人要来做一些错误的决定，给后人做个警示教育或者提供经验。”至于是哪方面的警示和经验，他没有解释。事件概括去年一位叫做陈国平的人因为在短视频中宣传反诈而迅速走红出圈收货了近750万粉丝，此前其是河北省秦皇岛公安局海港分局反诈中心的一位民警。4.8日，以“反诈警官老陈”账号风靡短视频平台的陈国平，在一条短视频中宣布辞职，而对于辞职,https://www.163.com/dy/article/H5PQFCO80552IAHP.html
反诈老陈称被网暴逼着辞职,小尾说事,"
2022-04-23 19:19:40",近年来，网络暴力事件层出不穷，有人因为网暴的压力结束了自己的生命，但还是有人认为，自己的几句嘲讽和辱骂不会给人带来负面影响。小编希望，网络暴力不要再伤害任何一个人。也希望我们每一个人在发表言论时，能对自己的话负责，不要盲目跟风，不要听信谣言，当雪崩时，没有一片雪花是无辜的。（图源网络 侵删）,https://www.163.com/dy/article/H5LMOIAB05532GE3.html
这狗子一定下载了反诈app, , , ,https://www.163.com/v/video/VE4GAFLFL.html
网友：狗子需要下个反诈App！, , , ,https://www.163.com/v/video/VW4017JH5.html
宁夏“触发式”反诈教育 守好百姓“钱袋子”,中国日报网,"
2022-04-25 13:18:06",家住宁夏兴庆区的旬女士听到敲门声，“你们怎么来了？”看到民警的出现，荀女士感到疑惑，对自己手机里的操作毫无警觉，民警反复解释后才知道当天联系的是诈骗分子。据了解，荀女士接到一境外陌生号码打来的电话，对方称自己是某投资理财平台的客服经理，听到充满诱惑性的投资收益，荀女士向对方分三次转账共计20万元。民警将冻结挽损的消息告知旬女士，并继续耐心地对荀女士进行了贷款类反诈知识教育。知道自己20万存款差点被,https://www.163.com/dy/article/H5Q6S0EE0514R9KE.html
蓬安县公安局“公安夜校”开展“反诈大讲堂”,市场新观察,"
2022-04-27 20:22:34",4月24日晚，县公安局立足“练为战”，开展“公安夜校·反诈大讲堂”培训会。各办案部门分管案侦领导及办案民警40余人参加培训。培训会上，“小教官”刑侦大队民警欧睿、张恒瑞分别就“两卡类犯罪”、“涉诈回流人员犯罪”案件办理相关知识进行了授课。欧睿同志对“两卡类犯罪”涉及案件的形势进行分析，再对该类案件适用的法律条文、打击方法及思路进行了分享；张恒瑞同志就“涉诈回流人员”案件中嫌疑人口供的突破及此类案件,https://www.163.com/dy/article/H603ULHV0512BOIV.html
当反诈民警接完诈骗电话, , , ,https://www.163.com/v/video/VA5295E6S.html
和谐网络，你我共享。全民参与，齐心反诈。天上不会掉“馅饼”, , , ,https://www.163.com/v/video/VZ4FND39S.html
【 不同警种的反诈选手  所有网络刷单都是诈骗！】, , , ,https://www.163.com/v/video/VY4HVUAGS.html
“反诈老陈”辞职：反诈若非职责，“无诈”公益又将何存？,知著网,"
2022-04-14 22:39:26",「穿不穿警服，都无法在舆论场中构成那张绝对的安全网。」反诈警官老陈，本名陈国平，是秦皇岛市公安局海港分局的一位正式在职民警，主要负责反诈宣传工作。因为传统的发传单式方法宣传效果有限，老陈捕捉到短视频平台的雄厚群众基础，开始了业余时间直播宣传的尝试。（老陈和“西厂公公”连麦）然而，民警老陈在网络直播中收获的流量与热度也伴随着质疑与谩骂，在职民警身份带来的关注度衍生出了权威性消解的反对之声。他也曾一度,https://www.163.com/dy/article/H4USJUUA05148FPG.html
反诈知识竞答邀你参与,大江网,"
2022-04-27 08:50:18",本报讯 记者王白如报道：近日，南昌县委政法委、南昌县人民法院、南昌县莲塘镇人民政府组织开展“全民反诈从我做起”反诈知识竞答活动。据了解，本次活动时间为2022年4月24日至4月30日，参赛者关注“南昌县人民法院”微信公众号，即可从后台参与在线答题。答题成绩不低于60分者，将有资格参与抽奖。具体奖项设置为，特等奖120名，奖励现金红包50元；一等奖200名，奖励现金红包20元；二等奖600名，奖励现,https://www.163.com/dy/article/H5USB3Q205508T1R.html
牢记反诈号码→12381、96110，远离诈骗！,潮TV,"
2022-04-27 21:42:25",今年我市电诈警情降47.7%今年来，我市反诈骗中心以群众满意为标准、以群众需要为导向，将守护群众的“钱袋子”时刻放在首位，主动探索疫情防控下反诈防诈技战法和工作思路，严格落实7x24小时值班制度，不断提高发现潜在受骗群众的能力，进一步提升预警劝阻工作效能，全力守护群众的财产安全。1案例一3月份下旬，市反诈骗中心接到一起群众在网上投资被诈骗的警情后，民警凭借专业敏锐性，通过与犯罪分子周旋及反渗透，对,https://www.163.com/dy/article/H608GSQ80530QLUU.html
反诈民警帮助八旬老太紧急止付4万养老钱, , , ,https://www.163.com/v/video/VK4SQ0TD7.html
“魔性”反诈宣传，无人机飞进杭州多个景区, , , ,https://www.163.com/v/video/VK462HR6G.html
之前我朋友叫我下载反诈app，我不听，这下完了～, , , ,https://www.163.com/v/video/VB4FSAPUC.html
反诈警察老陈宣布将辞去警察职务，专职反诈公益事业, , , ,https://www.163.com/v/video/VF3LSS6CL.html
曾经火遍全网的“反诈老陈”，如今却被网络暴力而辞职,思源谈生活,"
2022-04-24 00:22:55",陈国平大家应该都不陌生。他原本是个警察，却在业余时间进行直播宣传反诈时意外爆红，摇身一变，成了网红“反诈老陈”。然而，随着老陈的热度越来越高，批评声与质疑声也接踵而至，甚至发展为网络暴力，老陈也曾对此反抗过、忍让过，但最终忍无可忍、退无可退。2022年4月8日，老陈辞去自己的警察职务，回到老家过着“普通人的生活”，并将以一个普通人的身份继续从事反诈公益与宣传。2018年，老陈开始从事反电信网络诈骗,https://www.163.com/dy/article/H5M83R6H0552ZD78.html
移民管理警察 反诈宣传搬进菜市场, , , ,https://www.163.com/v/video/VG40QIAT3.html
反诈进行时丨想占这些便宜？可能是给骗子“送红包”！,苏州交警,"
2022-04-25 19:53:09",网络购物带来很多方便但购物务必通过正规渠道否则很可能中了骗子的圈套先看几个案例一直播间399元随机购机？近日，运西派出所接到群众报警，称其在某平台直播间购买手机被骗，损失399元。日前，刘先生在家中刷短视频，看到一个卖手机的直播，主播介绍这些手机原价都是8000多，现在做活动，399元低价出售，名额有限。刘先生便照主播说的，和直播间的小黄车客服联系购买。客服称由于官方不允许低于市场价出售，所以不能,https://www.163.com/dy/article/H5QTFE4Q051492GE.html
三亚1362个“视频反诈宣传员”将上岗,南海网,"
2022-04-24 17:33:24",新海南客户端、南海网、南国都市报4月24日消息（记者 利声富）“网络诈骗不难防，不贪不给不上当……”一走进三亚市吉阳区商品街社区监控区域，便会听到从头顶方视频监控器的反诈语音提示。近日，三亚市公安局吉阳分局河东派出所创新反诈宣传模式，充分发挥辖区治安监控优势，搭载反诈语音播报，实现“治安防控+反诈宣传”两不误。三亚警方充分发挥辖区治安监控优势，搭载反诈语音播报，实现“治安防控+反诈宣传”两不误。据,https://www.163.com/dy/article/H5O32OO20514B5VB.html
“反诈警官老陈”辞职后表示：辞职是我错误的决定，家人未反对, , , ,https://www.163.com/v/video/VC4N3TRBQ.html
检察能动履职促“全链条”反诈,大江网,"
2022-04-26 09:26:12",本报讯 郑燕飞 首席记者刘宇琦报道：坚持对重大疑难复杂案件原则上每案介入侦查引导取证、全面审查上下游关联犯罪、注重“四大检察”协同发力等方式……近年来，江西检察机关坚持从严打击电信网络新型犯罪，注重源头治理。今年2月，省人民检察院出台办理网络犯罪案件工作机制，要求全省检察机关全链条深度打击电信网络诈骗等犯罪及上下游关联犯罪，促进形成“全链条”反电诈格局。全省检察机关坚持对重大疑难复杂案件介入侦查引,https://www.163.com/dy/article/H5SC04F305508T1R.html
反诈追赃打击黄赌毒：慈利公安“春雷”专项行动卓有成效,玩慈利网,"
2022-04-19 22:48:25",警方捣毁电信网络诈骗窝点后扣押的部分涉案物品民警在辖区公共娱乐场所集中清查,https://www.163.com/dy/article/H5BP3VLK0534BARL.html
